premiseid,premisesname,altpremisesname,customer,tenancyfloororsuite,premisetype,streetnumber,streetname,suburb,state,postcode,latitude,longitude,ratingreferencenumber,ratingtype,ratingscope,certificatevalidto,energystarratingvalue,energygpstarratingvaluenogp,energygreenpowerpercent,energygreenpower,wastestarratingvalue,ieqstarratingvalue,ghgemissionsscope123withrenewableelectricity,ghgemissionsscope123withoutrenewableelectricity,ghgemissionsscope123perm2withrenewableelectricity,ghgemissionsscope123perm2withoutrenewableelectricity,energyintensitybym2,energyintensitybyroom,ghgemissionsscope123perroom,ghgemissionsscope123perroomnogp,totalenergyuse,carbonneutral,carbonneutralexpirydate,aaastarratingvalue,datacentre_pue,hospitalpeergroup,waterstarratingvalue,waterstarratingvaluenorw,waterrecycledpercent,waterrecycled,waterconsumption,waterconsumptionworw,waterconsumptionperroom,waterconsumptionperroomnorw,waterintensity,waterintensitynorw,thermalcomfortscore,airqualityscore,acousticcomfortscore,lightingscore,officelayoutscore,recyclerate,wasteintensity,apartmentbuildingstotalnumberofapartments,agedcaretotalbeds,hotelratedguestrooms,officeratedarea,shoppingcentresratedarea,ratedsitearea_cl_rl_wc,ratedelectricity,ratedgas,gasandlpg_rei%,rateddiesel,diesel_rei%,reiresult_%,reiresult1dp_%,totalrenewableelectricity_kwh,nonrenewableelectricity_kwh,nonrenewableelectricity_rei%,onsitepvcapacity_kw,onsiterenewableelectricity_kwh,onsiterenewableelectricity_rei%,retandstateterritorytargets_kwh,retandstateterritorytargets_rei%,greenpower_kwh,greenpower_rei%,othervoluntarypurchases_kwh,othervoluntarypurchases_rei%,combined_column,_merge
5129,Twenty8 Freshwater,Twenty8 Freshwater,Perpetual Trustee Company Limited As Trustee Of The AP AUFW Sub Trust (ABN 81 204 215 379),NULL,Office,28,Freshwater Place,SOUTHBANK,VIC,3006,-37.82240069,144.9620618,N68070,Waste,Base Building,2024-10-31 00:00:00,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-10-31 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5129_N68070_Waste_2024-10-31,both
5142,717 Bourke Street,717 Bourke Street,REST Nominees No. 2 Pty Ltd,NULL,Office,717,Bourke Street,DOCKLANDS,VIC,3008,-37.8183239,144.9499003,N65667,Indoor Environment,Base Building,2023-12-15 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-15 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.5,92.7,83,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5142_N65667_Indoor Environment_2023-12-15,both
5142,717 Bourke Street,717 Bourke Street,REST Nominees No. 2 Pty Ltd,NULL,Office,717,Bourke Street,DOCKLANDS,VIC,3008,-37.8183239,144.9499003,N66039,Waste,Base Building,2023-12-08 00:00:00,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-08 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5142_N66039_Waste_2023-12-08,both
5149,ATO Adelaide,ATO Adelaide,Charter Hall Real Estate Management Services (SA) Pty Ltd,NULL,Office,26,Franklin Street,ADELAIDE,SA,5000,-34.926855,138.5983442,N67817,Indoor Environment,Base Building,2024-07-19 00:00:00,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-19 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.2,92.1,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5149_N67817_Indoor Environment_2024-07-19,both
516,Durack Centre,Durack Centre,Stockland Property Trust,NULL,Office,263,Adelaide Terrace,PERTH,WA,6000,-31.95863556,115.8652725,N66670,Indoor Environment,Base Building,2024-03-31 00:00:00,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-31 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.1,86.4,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516_N66670_Indoor Environment_2024-03-31,both
5164,The Barrington,The Barrington,ISPT Pty Ltd,NULL,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,N67832,Waste,Base Building,2024-10-27 00:00:00,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-10-27 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,2.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5164_N67832_Waste_2024-10-27,both
517,"30 The Bond, Sydney",30 The Bond,DEXUS Funds Management Limited As Responsible Entity For The DEXUS Office Trust,NULL,Office,30-34,Hickson Road,MILLERS POINT,NSW,2000,-33.86178468,151.2031774,N67847,Indoor Environment,Base Building,2024-07-19 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-19 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.8,90.4,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,517_N67847_Indoor Environment_2024-07-19,both
9993,32 Smith St,32 Smith Street,The GPT Group,NULL,Office,32,Smith Street,PARRAMATTA,NSW,2150,NULL,NULL,N65091,Waste,Base Building,2023-12-14 00:00:00,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-14 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9993_N65091_Waste_2023-12-14,both
517,"30 The Bond, Sydney","30 The Bond, Sydney",DEXUS Funds Management Limited As Responsible Entity For DEXUS Office Trust,NULL,Office,30-34,Hickson Road,MILLERS POINT,NSW,2000,-33.86178468,151.2031774,N64156,Waste,Base Building,2024-04-07 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-04-07 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,3.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,517_N64156_Waste_2024-04-07,both
5171,Central Plaza Two,66 Eagle Street,Deka Australia Management One Pty Ltd As Trustee For Deka Australia No. 1 Trust C/- CBRE,NULL,Office,66,Eagle Street,BRISBANE,QLD,4000,-27.46731699,153.0295165,N67876,Indoor Environment,Base Building,2024-08-08 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-08-08 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.6,88.3,90.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5171_N67876_Indoor Environment_2024-08-08,both
5177,Djookanup,Djookanup,Charter Hall Limited,NULL,Office,16,Parkland Road,OSBORNE PARK,WA,6017,-31.91653762,115.8159592,N67566,Indoor Environment,Base Building,2024-06-28 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-06-28 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.5,98.5,71.4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5177_N67566_Indoor Environment_2024-06-28,both
5179,SW1 CB2,SW1 CB2,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,NULL,Office,42,Merivale Street,SOUTH BRISBANE,QLD,4101,-27.47571705,153.0162813,N65948,Indoor Environment,Base Building,2023-12-21 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-21 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.6,79.8,83.9,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5179_N65948_Indoor Environment_2023-12-21,both
5180,SW1 CB1,SW1 CB1,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,NULL,Office,22,Cordelia Street,SOUTH BRISBANE,QLD,4101,-27.47571705,153.0162813,N65863,Indoor Environment,Base Building,2023-12-09 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-09 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71.3,89.2,86.8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5180_N65863_Indoor Environment_2023-12-09,both
5189,NULL,NULL,ISPT Pty Ltd,NULL,Office,363,George Street,SYDNEY,NSW,2000,-33.86828966,151.2066261,N64457,Indoor Environment,Base Building,2024-01-20 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-01-20 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.8,91.8,92.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5189_N64457_Indoor Environment_2024-01-20,both
5252,NULL,NULL,Knight Frank Australia Pty Ltd,NULL,Office,120,Harbour Esplanade,DOCKLANDS,VIC,3008,,,N66069,Waste,Base Building,2023-12-08 00:00:00,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-08 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5252_N66069_Waste_2023-12-08,both
5254,Brookfield Place,Brookfield Place,Brookfield Commercial Operations Pty Limited,NULL,Office,125,St Georges Terrace,PERTH,WA,6000,-31.9548277,115.8548693,N65741,Indoor Environment,Base Building,2023-11-29 00:00:00,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-11-29 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97.3,99.7,86.8,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5254_N65741_Indoor Environment_2023-11-29,both
5255,ATO Hobart,ATO Hobart,Nekon Pty Ltd,NULL,Office,200,Collins Street,HOBART,TAS,7000,-42.88615816,147.32435,N66491,Indoor Environment,Base Building,2024-02-09 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-02-09 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.2,88.9,75.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5255_N66491_Indoor Environment_2024-02-09,both
5270,ATO Upper Mount Gravatt,ATO Upper Mount Gravatt,Charter Hall Limited,NULL,Office,28,Macgregor Street,UPPER MOUNT GRAVATT,QLD,4122,-27.56569077,153.0856357,N66721,Indoor Environment,Base Building,2024-04-04 00:00:00,NULL,NULL,NULL,NULL,NULL,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-04-04 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.4,85.3,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5270_N66721_Indoor Environment_2024-04-04,both
5285,"990 La Trobe St, Melbourne","990 La Trobe St, Melbourne",Charter Hall Limited,NULL,Office,990,La Trobe Street,DOCKLANDS,VIC,3008,-37.81415417,144.9472229,N67606,Indoor Environment,Base Building,2024-06-28 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-06-28 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.4,95.9,46.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5285_N67606_Indoor Environment_2024-06-28,both
5338,1 Chifley Square,1 Chifley Square,Commonwealth Superannuation Corporation,NULL,Office,1,Chifley Square,SYDNEY,NSW,2000,-33.86594509,151.2106877,N66794,Indoor Environment,Base Building,2024-06-27 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-06-27 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.3,98.2,30.4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5338_N66794_Indoor Environment_2024-06-27,both
5339,"60 Castlereagh Street, Sydney",60 Castlereagh Street,Dexus CPA Pty Limited As Trustee For Dexus CPA Development Trust,NULL,Office,60,Castlereagh Street,SYDNEY,NSW,2000,-33.86847252,151.2100952,N67779,Indoor Environment,Base Building,2024-07-07 00:00:00,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-07-07 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.3,87.5,61.6,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5339_N67779_Indoor Environment_2024-07-07,both
5339,"60 Castlereagh Street, Sydney","60 Castlereagh Street, Sydney",Dexus CPA Pty Limited As Trustee For Dexus CPA Development Trust,NULL,Office,60,Castlereagh Street,SYDNEY,NSW,2000,-33.86847252,151.2100952,N63612,Waste,Base Building,2024-03-09 00:00:00,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-09 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,3.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5339_N63612_Waste_2024-03-09,both
5354,Eclipse Tower,Eclipse Tower,The GPT Group,NULL,Office,60,Station Street East,PARRAMATTA,NSW,2150,-33.81856939,151.0072548,N65092,Waste,Base Building,2023-12-14 00:00:00,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2023-12-14 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,1.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5354_N65092_Waste_2023-12-14,both
5366,"360 Collins Street, Melbourne","360 Collins Street, Melbourne",DEXUS Wholesale Property Limited,NULL,Office,360-374,Collins Street,MELBOURNE,VIC,3000,-37.81648688,144.9623261,N63790,Waste,Base Building,2024-03-30 00:00:00,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-03-30 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,2.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5366_N63790_Waste_2024-03-30,both
5397,Building D,Building D,STOCKLAND TRUST MANAGEMENT LIMITED,NULL,Office,350,Wellington Road,MULGRAVE,VIC,3170,-37.91909363,145.1600556,N67559,Indoor Environment,Base Building,2024-08-02 00:00:00,NULL,NULL,NULL,NULL,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-08-02 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74.9,70,53.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5397_N67559_Indoor Environment_2024-08-02,both
5411,NULL,NULL,Charter Hall Limited,NULL,Office,85,George Street,BRISBANE CITY,QLD,4000,-27.47292754,153.0258687,N67886,Indoor Environment,Base Building,2024-08-11 00:00:00,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-08-11 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,38.7,54.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5411_N67886_Indoor Environment_2024-08-11,both
5414,NULL,NULL,The Trustee Of Market Street Trust,NULL,Office,2,Market Street,SYDNEY,NSW,2000,-33.87058554,151.2042911,N67298,Indoor Environment,Base Building,2024-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-05-17 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65.8,89.3,75.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5414_N67298_Indoor Environment_2024-05-17,both
5416,"145 Ann Street, Brisbane","145 Ann Street, Brisbane",DEXUS CPA Pty Limited,NULL,Office,145,Ann Street,BRISBANE CITY,QLD,4000,-27.46788072,153.0245944,N65567,Indoor Environment,Base Building,2024-05-11 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-05-11 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,83.6,95.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5416_N65567_Indoor Environment_2024-05-11,both
5416,"145 Ann Street, Brisbane","145 Ann Street, Brisbane",Dexus CPA Pty Limited As Trustee For 145 Ann Street Brisbane Subtrust,NULL,Office,145,Ann Street,BRISBANE CITY,QLD,4000,-27.46788072,153.0245944,N64526,Waste,Base Building,2024-06-22 00:00:00,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-06-22 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,2.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5416_N64526_Waste_2024-06-22,both
5425,66 Eagle Street,66 Eagle Street,Deka Australia Management One Pty Ltd,NULL,Office,66,Eagle Street,BRISBANE CITY,QLD,4000,-27.46731699,153.0295165,N66354,Waste,Base Building,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-01-31 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,3.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5425_N66354_Waste_2024-01-31,both
5428,NULL,NULL,Charter Hall Limited,NULL,Office,150,Lonsdale Street,MELBOURNE,VIC,3000,-37.81046081,144.9677269,N67803,Indoor Environment,Base Building,2024-06-30 00:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-06-30 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52.2,95.4,100,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5428_N67803_Indoor Environment_2024-06-30,both
544,"Waterfront Place, Brisbane","Waterfront Place, Brisbane",DEXUS Funds Management Limited As Responsible Entity For The DEXUS Office Trust,NULL,Office,1,Eagle Street,BRISBANE CITY,QLD,4000,-27.470306,153.030329,N65038,Indoor Environment,Base Building,2024-04-30 00:00:00,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-04-30 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.3,70.6,98.1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,544_N65038_Indoor Environment_2024-04-30,both
544,"Waterfront Place, Brisbane","Waterfront Place, Brisbane",DEXUS Wholesale Property Limited As Trustee For DEXUS Wholesale Office Trust,NULL,Office,1,Eagle Street,BRISBANE CITY,QLD,4000,-27.470306,153.030329,N64527,Waste,Base Building,2024-06-22 00:00:00,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,2024-06-22 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,544_N64527_Waste_2024-06-22,both
